,Name,University,JoinYear,Rank,Subfield,Bachelors,Masters,Doctorate,PostDoc,Sources1,Sources2,url
550,Luca Daniel,Massachusetts Institute of Technology,2003,Associate,Hardware & Architecture,,Universita di Padova - Italy,University of California - Berkeley - USA,,http://www.mit.edu/~dluca/cv/,,/~dluca/cv/
551,M. Frans Kaashoek,Massachusetts Institute of Technology,1993,Full,Operating Systems,,Vrije Universiteit - Netherlands,Vrije Universiteit - Netherlands,,http://en.wikipedia.org/wiki/Frans_Kaashoek,,/wiki/Frans_Kaashoek
552,Madhu Sudan,Massachusetts Institute of Technology,2007,Associate,Algorithms & Theory,Indian Institute of Technology - Delhi - India,,University of California - Berkeley - USA,,http://people.csail.mit.edu/madhu/,http://people.csail.mit.edu/madhu/long-cv.pdf,/madhu/
553,Manolis Kellis,Massachusetts Institute of Technology,2004,Associate,Bioinformatics & Computational Biology,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Broad Institute of MIT & Harvard University - USA - USA,http://web.mit.edu/manoli/www/resume.pdf,,/manoli/www/resume.pdf
554,Martin Rinard,Massachusetts Institute of Technology,2000,Full,Programming Languages,Brown University - USA,,Stanford University - USA,,http://people.csail.mit.edu/rinard/cv.pdf,http://www.csail.mit.edu/user/724,/rinard/cv.pdf
555,Marvin Minsky,Massachusetts Institute of Technology,1958,Full,Artificial Intelligence,Harvard University - USA,,Princeton University - USA,,http://web.media.mit.edu/~minsky/minskybiog.html,http://web.media.mit.edu/~minsky/,/~minsky/minskybiog.html
556,Michael R. Watts,Massachusetts Institute of Technology,2010,Associate,Networks & Communications,Tufts University - USA,,Massachusetts Institute of Technology - USA,,http://www.rle.mit.edu/people/directory/michael-watts/,,/people/directory/michael-watts/
557,Muriel Medard,Massachusetts Institute of Technology,1995,Full,Networks & Communications,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.rle.mit.edu/people/directory/muriel-medard/,http://www.mit.edu/~medard/bio/LtestCVNovember2012.pdf,/people/directory/muriel-medard/
558,Nickolai Zeldovich,Massachusetts Institute of Technology,,Associate,Operating Systems,Massachusetts Institute of Technology - USA,,Stanford University - USA,,https://www.csail.mit.edu/user/1705,,/user/1705
559,Nir Shavit,Massachusetts Institute of Technology,,Full,Distributed & Parallel Computing,Technion-Israel Institute of Technology - Israel,Technion-Israel Institute of Technology - Israel,Hebrew University of Jerusalem - Israel,,http://www.csail.mit.edu/user/2590,http://www.csail.mit.edu/user/2590,/user/2590
560,Pablo Parrilo,Massachusetts Institute of Technology,,Associate,Software Engineering,University of Buenos Aires - Argentina,,California Institute of Technology - USA,,http://www.mit.edu/~parrilo/Parrilo-bio.txt,http://www.mit.edu/~parrilo/,/~parrilo/Parrilo-bio.txt
561,Patrick Jaillet,Massachusetts Institute of Technology,2002,Full,Algorithms & Theory,,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://web.mit.edu/jaillet/www/general/bio.html,,/jaillet/www/general/bio.html
562,Patrick Winston,Massachusetts Institute of Technology,,Full,Artificial Intelligence,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://people.csail.mit.edu/phw/vitae.html,http://www.csail.mit.edu/user/804,/phw/vitae.html
563,Peter Szolovits,Massachusetts Institute of Technology,,Full,Artificial Intelligence,,,California Institute of Technology - USA,,http://groups.csail.mit.edu/medg/people/psz/home/Pete_MEDG_site/Home.html,,/medg/people/psz/home/Pete_MEDG_site/Home.html
564,Piotr Indyk,Massachusetts Institute of Technology,2000,Full,Algorithms & Theory,,Warsaw University - Poland,Stanford University - USA,,http://www.csail.mit.edu/user/1540,,/user/1540
565,Rahul Sarpeshkar,Massachusetts Institute of Technology,,Associate,Bioinformatics & Computational Biology,Massachusetts Institute of Technology - USA,,California Institute of Technology - USA,,http://www.rle.mit.edu/acbs/people/,http://en.wikipedia.org/wiki/Rahul_Sarpeshkar,/acbs/people/
566,Rajeev Ram,Massachusetts Institute of Technology,2007,Full,Networks & Communications,California Institute of Technology - USA,,University of California - Santa Barbara - USA,,http://www.rle.mit.edu/sclaser/documents/RajeevRamCV_000.pdf,http://www.rle.mit.edu/people/directory/rajeev-ram/,/sclaser/documents/RajeevRamCV_000.pdf
567,Randall Davis,Massachusetts Institute of Technology,1978,Full,Artificial Intelligence,Dartmouth College - USA,,Stanford University - USA,,http://www.csail.mit.edu/user/805,,/user/805
568,Regina Barzilay,Massachusetts Institute of Technology,2005,Associate,Natural Language & Speech,,,Columbia University - USA,Cornell University - USA,https://www.cs.ualberta.ca/news-events/special-guests-visitors/regina-barzilay,http://www.cl.cam.ac.uk/~rr439/papers/roi_reichart_cv.pdf,/news-events/special-guests-visitors/regina-barzilay
569,Rob Miller,Massachusetts Institute of Technology,2002,Full,Human-Computer Interaction,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Carnegie Mellon University - USA,,http://people.csail.mit.edu/rcm/,,/rcm/
570,Robert Berwick,Massachusetts Institute of Technology,,Full,Natural Language & Speech,Harvard University - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://bcs.mit.edu/people/berwick.html,,/people/berwick.html
571,Robert Morris,Massachusetts Institute of Technology,,Full,Networks & Communications,Harvard University - USA,,Harvard University - USA,,http://pdos.csail.mit.edu/~rtm/,http://en.wikipedia.org/wiki/Robert_Tappan_Morris,/~rtm/
572,Ron Weiss,Massachusetts Institute of Technology,2009,Associate,Bioinformatics & Computational Biology,Brandeis University - USA,,Massachusetts Institute of Technology - USA,,http://webcache.googleusercontent.com/search?q=cache:pSqiCBWuC60J:www.linkedin.com/pub/ron-weiss/3/922/541+&cd=3&hl=en&ct=clnk&gl=in,,/search?q=cache:pSqiCBWuC60J:www.linkedin.com/pub/ron-weiss/3/922/541+&cd=3&hl=en&ct=clnk&gl=in
573,Ronald Rivest,Massachusetts Institute of Technology,1974,Full,Security & Privacy,Yale University - USA,,Stanford University - USA,INRIA - Rocquencourt - France,http://www.csail.mit.edu/user/1294,http://people.csail.mit.edu/rivest/,/user/1294
574,Ronitt Rubinfeld,Massachusetts Institute of Technology,1998,Associate,Algorithms & Theory,University of Michigan - USA,,University of California - Berkeley - USA,,http://www.csail.mit.edu/user/896,http://webcache.googleusercontent.com/search?q=cache:rmsVKZU1ULQJ:people.csail.mit.edu/ronitt/cv.ps+&cd=1&hl=en&ct=clnk&gl=in,/user/896
575,Russell Tedrake,Massachusetts Institute of Technology,2012,Associate,Machine Learning & Pattern Recognition,University of Michigan - USA,,Massachusetts Institute of Technology - USA,,http://groups.csail.mit.edu/locomotion/russt_cv.pdf,http://groups.csail.mit.edu/locomotion/russt.html,/locomotion/russt_cv.pdf
576,Saman Amarasinghe,Massachusetts Institute of Technology,,Full,Programming Languages,Cornell University - USA,Stanford University - USA,Stanford University - USA,,http://www.csail.mit.edu/user/693,,/user/693
577,Samuel Madden,Massachusetts Institute of Technology,2004,Full,Databases,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,University of California - Berkeley - USA,Intel - USA,http://en.wikipedia.org/wiki/Samuel_Madden_(computer_scientist),,/wiki/Samuel_Madden_(computer_scientist)
578,Scott Aaronson,Massachusetts Institute of Technology,2007,Associate,Algorithms & Theory,Cornell University - USA,,University of California - Berkeley - USA,University of Waterloo - Ontario - Canada,http://www.scottaaronson.com/vita.pdf,,/vita.pdf
579,Seth Teller,Massachusetts Institute of Technology,,Full,Computer Vision,,,University of California - Berkeley - USA,Princeton University - USA,http://www.csail.mit.edu/user/1544,http://people.csail.mit.edu/teller/,/user/1544
580,Shafrira Goldwasser,Massachusetts Institute of Technology,1983,Full,Security & Privacy,Carnegie Mellon University - USA,University of California - Berkeley - USA,University of California - Berkeley - USA,,http://en.wikipedia.org/wiki/Shafi_Goldwasser,,/wiki/Shafi_Goldwasser
581,Silvio Micali,Massachusetts Institute of Technology,1983,Full,Security & Privacy,University of Rome - La Sapienza - Italy,,University of California - Berkeley - USA,,http://www.csail.mit.edu/user/994,http://people.csail.mit.edu/silvio/CV.pdf,/user/994
582,Srini Devadas,Massachusetts Institute of Technology,1988,Full,Hardware & Architecture,Indian Institute of Technology - Madras - India,,University of California - Berkeley - USA,,http://people.csail.mit.edu/devadas/,,/devadas/
583,Stephen Ward,Massachusetts Institute of Technology,,Full,Hardware & Architecture,Massachusetts Institute of Technology - USA,,Massachusetts Institute of Technology - USA,,http://www.csail.mit.edu/user/1517,,/user/1517
584,Tomas Lozano-Perez,Massachusetts Institute of Technology,,Full,Artificial Intelligence,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.csail.mit.edu/user/810,http://people.csail.mit.edu/tlp/,/user/810
585,Tommi Jaakkola,Massachusetts Institute of Technology,1998,Full,Machine Learning & Pattern Recognition,,University of Helsinki - Finland,Massachusetts Institute of Technology - USA,University of California - Santa Cruz - USA,http://people.csail.mit.edu/tommi/tommi.html,http://www.csail.mit.edu/user/813,/tommi/tommi.html
586,Victor Zue,Massachusetts Institute of Technology,,Full,Natural Language & Speech,University of Florida - USA,University of Florida - USA,Massachusetts Institute of Technology - USA,,http://www.shiae.cuhk.edu/hk/seminar/Oct312008_ProfVictorZue_DL.pdf,http://dspace.mit.edu/bitstream/handle/1721.1/29469/Zue_Victor_ScD_1976.pdf?sequence=1,/hk/seminar/Oct312008_ProfVictorZue_DL.pdf
587,Vinod Vaikuntanathan,Massachusetts Institute of Technology,2013,Assistant,Security & Privacy,Indian Institute of Technology - Madras - India,,Massachusetts Institute of Technology - USA,IBM Research - New York - USA,http://people.csail.mit.edu/vinodv/,,/vinodv/
588,William Freeman,Massachusetts Institute of Technology,2001,Full,Computer Vision,Stanford University - USA,Stanford University - USA,Massachusetts Institute of Technology - USA,,http://www.csail.mit.edu/user/800,,/user/800
589,William Peake,Massachusetts Institute of Technology,,Full,Machine Learning & Pattern Recognition,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.rle.mit.edu/people/directory/william-peake/,,/people/directory/william-peake/
590,Wojciech Matusik,Massachusetts Institute of Technology,2011,Associate,Graphics,University of California - Berkeley - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://people.csail.mit.edu/wojciech/,,/wojciech/
591,Yury Polyanskiy,Massachusetts Institute of Technology,2011,Assistant,Algorithms & Theory,,Princeton University - USA,Princeton University - USA,,http://people.lids.mit.edu/yp/cv.pdf,http://people.lids.mit.edu/yp/homepage/,/yp/cv.pdf
592,Allan Gottlieb,New York University,,Full,Distributed & Parallel Computing,Massachusetts Institute of Technology - USA,,Brandeis University - USA,,http://cs.nyu.edu/~gottlieb/;http://cs.nyu.edu/~gottlieb/tr/,http://www.cs.nyu.edu/cs/review95/node10.html,/~gottlieb/;http://cs.nyu.edu/~gottlieb/tr/
593,Benjamin Goldberg,New York University,1994,Associate,Programming Languages,Williams College - USA,Yale University - USA,Yale University - USA,,http://cs.nyu.edu/cs/faculty/goldberg/,,/cs/faculty/goldberg/
594,Bhubaneswar Mishra,New York University,,Full,Computer Education,Indian Institute of Technology - Kharagpur - India,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://cs.nyu.edu/cs/faculty/mishra/,,/cs/faculty/mishra/
595,Chee K. Yap,New York University,1981,Full,Algorithms & Theory,Massachusetts Institute of Technology - USA,Yale University - USA,Yale University - USA,,http://cs.nyu.edu/cs/faculty/yap/,,/cs/faculty/yap/
596,Christoph Bregler,New York University,2002,Full,Multimedia,Karlsruhe Institute of Technology - Germany,University of California - Berkeley - USA,University of California - Berkeley - USA,,http://cims.nyu.edu/~bregler/bregler-CV.pdf,,/~bregler/bregler-CV.pdf
597,Clark Barrett,New York University,,Associate,Algorithms & Theory,Brigham Young University - USA,Stanford University - USA,Stanford University - USA,,http://cs.nyu.edu/~barrett/,,/~barrett/
598,Davi Geiger,New York University,1998,Associate,Computer Vision,Pontifical Catholic University of Rio de Janeiro - Brazil,,Massachusetts Institute of Technology - USA,,http://cs.nyu.edu/cs/faculty/geiger/,http://www.visgraf.impa.br/Visitors/1998.html,/cs/faculty/geiger/
599,David Sontag,New York University,2011,Assistant,Machine Learning & Pattern Recognition,University of California - Berkeley - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Microsoft Research - USA,http://www.cs.nyu.edu/~dsontag/,,/~dsontag/
600,Denis Zorin,New York University,,Full,Graphics,Moscow Institute of Physics and Technology - Russia,California Institute of Technology - USA,California Institute of Technology - USA,,http://mrl.nyu.edu/~dzorin/,,/~dzorin/
601,Dennis Shasha,New York University,1984,Full,Databases,Yale University - USA,Syracuse University - USA,Harvard University - USA,,http://cs.nyu.edu/cs/faculty/shasha/,,/cs/faculty/shasha/
602,Ernest Davis,New York University,1983,Full,Artificial Intelligence,Massachusetts Institute of Technology - USA,Yale University - USA,Yale University - USA,,http://cs.nyu.edu/cs/faculty/davise/,,/cs/faculty/davise/
603,Helen Nissenbaum,New York University,2001,Full,Security & Privacy,University of the Witwatersrand - South Africa,Stanford University - USA,Stanford University - USA,Princeton University - USA,http://www.nyu.edu/projects/nissenbaum/main_cv.html,,/projects/nissenbaum/main_cv.html
604,Jinyang Li,New York University,2012,Associate,Networks & Communications,National University of Singapore - Singapore,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,University of California - Berkeley - USA,http://www.news.cs.nyu.edu/~jinyang/,,/~jinyang/
